CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12651,334,1,114.0,0,Lost Customers
12652,331,1,919.98,0,Lost Customers
12653,148,2,2209.85,3,Loyal Customers
12654,10,5,601.98,1,New Customers
12656,17,5,4051.17,2,Champions
12657,11,4,1643.18,3,Loyal Customers
12658,18,1,686.05,1,New Customers
12659,29,1,91.68,0,Lost Customers
12660,11,1,245.1,1,New Customers
12662,0,11,3849.78,2,Champions
12664,8,9,4881.88,2,Champions
12665,324,1,63.0,0,Lost Customers
12667,58,1,620.13,0,Lost Customers
12668,11,4,3807.15,2,Champions
12669,150,3,2744.03,3,Loyal Customers
12670,10,5,2996.05,2,Champions
12672,329,1,225.9,0,Lost Customers
12673,5,2,610.52,1,New Customers
12674,38,4,1970.6,3,Loyal Customers
12676,24,6,1331.39,3,Loyal Customers
12678,42,12,17628.46,2,Champions
12679,58,4,1113.02,3,Loyal Customers
12680,0,4,862.81,1,New Customers
12681,14,22,13787.54,2,Champions
12682,3,31,12288.22,2,Champions
12683,4,15,8476.57,2,Champions
12684,7,7,2283.63,2,Champions
12685,28,6,2863.08,3,Loyal Customers
12686,371,1,89.14,0,Lost Customers
12688,113,1,4873.81,3,Loyal Customers
12689,25,2,1247.61,3,Loyal Customers
12690,205,1,389.01,0,Lost Customers
12691,28,6,1035.8,3,Loyal Customers
12693,127,4,855.91,3,Loyal Customers
12694,70,2,869.67,3,Loyal Customers
12695,7,4,582.1,1,New Customers
12697,28,3,957.59,3,Loyal Customers
12700,7,4,4939.99,2,Champions
12701,79,2,797.71,3,Loyal Customers
12702,19,1,219.0,1,New Customers
12703,71,1,283.55,0,Lost Customers
12704,7,8,2340.84,2,Champions
12705,15,9,6868.29,2,Champions
12707,291,1,603.42,0,Lost Customers
12708,29,10,2712.91,2,Champions
12709,15,15,9736.52,2,Champions
12710,96,3,1149.02,3,Loyal Customers
12712,28,13,4396.13,2,Champions
12713,0,1,848.55,1,New Customers
12714,9,5,4708.86,2,Champions
12715,106,1,353.86,0,Lost Customers
12716,3,2,1053.49,1,New Customers
12717,151,2,1030.98,3,Loyal Customers
12718,71,1,238.25,0,Lost Customers
12719,5,2,644.95,1,New Customers
12720,2,25,5781.73,2,Champions
12721,31,6,2656.13,3,Loyal Customers
12722,85,4,997.63,3,Loyal Customers
12723,3,5,725.07,1,New Customers
12724,5,4,1031.41,1,New Customers
12725,371,1,427.8,0,Lost Customers
12726,28,7,2609.1,3,Loyal Customers
12727,10,7,3980.7,2,Champions
12728,71,4,836.33,3,Loyal Customers
12729,113,1,453.01,0,Lost Customers
12731,23,12,18895.91,2,Champions
12732,179,1,236.26,0,Lost Customers
12733,234,1,383.95,0,Lost Customers
12734,352,1,110.4,0,Lost Customers
12735,315,2,779.57,0,Lost Customers
12736,332,1,234.0,0,Lost Customers
12738,372,1,155.35,0,Lost Customers
12739,78,2,1013.04,3,Loyal Customers
12740,63,1,427.6,0,Lost Customers
12743,134,2,546.43,0,Lost Customers
12744,51,7,21279.29,2,Champions
12747,2,11,4196.01,2,Champions
12748,0,209,33719.73,2,Champions
12749,3,5,4090.88,2,Champions
12750,128,1,275.88,0,Lost Customers
12752,81,1,4366.78,3,Loyal Customers
12753,22,6,21429.39,2,Champions
12754,235,3,3010.74,3,Loyal Customers
12755,280,2,3811.95,3,Loyal Customers
12756,86,1,112.08,0,Lost Customers
12757,15,13,7857.1,2,Champions
12758,116,2,2791.59,3,Loyal Customers
12759,52,3,1531.44,3,Loyal Customers
12762,7,2,1898.52,1,New Customers
12763,138,2,494.08,0,Lost Customers
12764,316,1,1693.88,0,Lost Customers
12766,3,7,6989.63,2,Champions
12769,238,1,1143.6,0,Lost Customers
12770,210,1,1351.45,0,Lost Customers
12772,59,1,892.47,0,Lost Customers
12775,17,5,1386.04,3,Loyal Customers
12778,19,6,822.23,3,Loyal Customers
12779,37,8,3981.36,2,Champions
12781,63,2,826.74,3,Loyal Customers
12782,4,5,2330.92,2,Champions
12783,2,6,2225.91,2,Champions
12784,9,2,574.42,1,New Customers
12785,364,1,311.95,0,Lost Customers
12787,9,3,463.66,1,New Customers
12789,65,1,91.85,0,Lost Customers
12790,192,1,324.92,0,Lost Customers
12791,373,1,192.6,0,Lost Customers
12792,256,1,400.54,0,Lost Customers
12793,334,2,545.48,0,Lost Customers
12794,53,2,860.41,3,Loyal Customers
12795,18,1,430.48,1,New Customers
12797,365,1,254.03,0,Lost Customers
12798,10,3,6977.04,2,Champions
12802,186,1,427.58,0,Lost Customers
12808,36,3,483.65,1,New Customers
12809,177,1,489.31,0,Lost Customers
12811,260,3,514.85,0,Lost Customers
12812,44,1,229.64,0,Lost Customers
12814,101,1,125.92,0,Lost Customers
12815,147,2,1063.46,3,Loyal Customers
12816,95,2,572.2,0,Lost Customers
12817,281,1,166.04,0,Lost Customers
12818,261,1,1542.08,0,Lost Customers
12820,3,4,942.34,1,New Customers
12821,214,1,92.72,0,Lost Customers
12822,70,2,948.88,3,Loyal Customers
12823,74,5,1759.5,3,Loyal Customers
12824,59,1,397.12,0,Lost Customers
12826,2,7,1474.72,2,Champions
12827,5,3,430.15,1,New Customers
12828,2,6,1018.71,2,Champions
12829,336,2,293.0,0,Lost Customers
12830,37,6,6814.64,3,Loyal Customers
12831,262,1,215.05,0,Lost Customers
12832,32,2,383.03,1,New Customers
12833,145,1,417.38,0,Lost Customers
12834,282,1,312.38,0,Lost Customers
12836,59,4,2612.86,3,Loyal Customers
12837,173,1,134.1,0,Lost Customers
12838,33,2,683.13,1,New Customers
12839,2,14,5591.42,2,Champions
12840,143,4,2726.77,3,Loyal Customers
12841,4,25,4022.35,2,Champions
12842,70,2,1118.99,3,Loyal Customers
12843,65,8,1702.26,3,Loyal Customers
12844,29,2,325.96,1,New Customers
12845,267,4,354.09,0,Lost Customers
12847,22,1,871.54,1,New Customers
12849,31,2,1050.89,3,Loyal Customers
12851,96,1,135.18,0,Lost Customers
12852,294,1,311.55,0,Lost Customers
12853,134,6,1957.1,3,Loyal Customers
12854,78,3,1324.5,3,Loyal Customers
12855,372,1,38.1,0,Lost Customers
12856,7,6,2179.93,2,Champions
12857,210,2,1106.4,3,Loyal Customers
12863,52,1,521.2,0,Lost Customers
12864,138,1,147.12,0,Lost Customers
12865,26,2,1568.23,3,Loyal Customers
12866,283,1,559.12,0,Lost Customers
12867,26,7,4036.82,2,Champions
12868,185,6,1607.06,3,Loyal Customers
12871,84,2,380.64,0,Lost Customers
12872,326,2,599.97,0,Lost Customers
12873,282,1,374.0,0,Lost Customers
12875,143,2,343.23,0,Lost Customers
12876,57,2,2218.02,3,Loyal Customers
12877,3,12,1535.77,2,Champions
12878,236,2,854.99,0,Lost Customers
12879,44,3,573.22,3,Loyal Customers
12881,275,1,298.0,0,Lost Customers
12882,9,2,1463.04,1,New Customers
12883,24,4,703.47,3,Loyal Customers
12884,88,1,309.05,0,Lost Customers
12885,63,3,1175.22,3,Loyal Customers
12886,67,2,1378.4,3,Loyal Customers
12888,214,2,354.12,0,Lost Customers
12890,24,1,380.47,1,New Customers
12891,185,3,331.0,0,Lost Customers
12893,30,1,188.14,1,New Customers
12895,42,2,372.8,1,New Customers
12897,204,2,216.5,0,Lost Customers
12901,8,28,17654.54,2,Champions
12902,264,1,138.68,0,Lost Customers
12904,18,2,509.58,1,New Customers
12906,11,5,2919.81,2,Champions
12908,176,2,750.0,0,Lost Customers
12909,39,5,2178.67,3,Loyal Customers
12910,23,8,3075.04,2,Champions
12912,2,5,1662.3,2,Champions
12913,4,5,2483.63,2,Champions
12915,148,2,363.65,0,Lost Customers
12916,138,4,3006.15,3,Loyal Customers
12917,128,1,594.0,0,Lost Customers
12919,8,6,1335.19,2,Champions
12920,17,1,164.23,1,New Customers
12921,9,37,16587.09,2,Champions
12922,161,1,405.38,0,Lost Customers
12923,64,1,176.97,0,Lost Customers
12924,88,4,933.7,3,Loyal Customers
12925,4,2,694.05,1,New Customers
12928,35,5,2062.7,3,Loyal Customers
12929,311,1,117.85,0,Lost Customers
12930,78,2,415.8,0,Lost Customers
12931,21,15,42055.96,2,Champions
12933,24,3,607.53,1,New Customers
12935,2,7,2160.7,2,Champions
12936,17,4,1063.9,3,Loyal Customers
12937,15,4,1504.27,3,Loyal Customers
12938,25,1,114.14,1,New Customers
12939,64,8,11581.8,2,Champions
12940,54,2,913.54,3,Loyal Customers
12942,131,3,683.9,3,Loyal Customers
12944,35,2,604.51,1,New Customers
12945,288,1,462.95,0,Lost Customers
12947,143,6,1603.99,3,Loyal Customers
12948,16,7,2064.95,2,Champions
12949,30,8,4167.22,2,Champions
12950,2,3,1843.0,1,New Customers
12951,8,6,1064.07,2,Champions
12952,5,4,1387.79,1,New Customers
12953,9,1,329.85,1,New Customers
12955,1,11,4757.16,2,Champions
12956,306,1,108.07,0,Lost Customers
12957,9,8,4017.54,2,Champions
12962,7,2,266.39,1,New Customers
12963,8,8,1856.63,2,Champions
12965,89,1,771.91,0,Lost Customers
12966,9,1,160.18,1,New Customers
12967,358,2,1660.9,3,Loyal Customers
12968,112,1,135.95,0,Lost Customers
12970,7,4,452.24,1,New Customers
12971,3,86,11189.91,2,Champions
12974,197,1,144.8,0,Lost Customers
12976,211,1,738.6,0,Lost Customers
12977,156,1,39.24,0,Lost Customers
12980,157,9,7374.9,3,Loyal Customers
12981,29,2,372.22,1,New Customers
12982,242,1,390.54,0,Lost Customers
12984,18,1,97.5,1,New Customers
12985,0,2,1239.38,1,New Customers
12987,73,2,558.7,0,Lost Customers
12988,292,1,535.32,0,Lost Customers
12989,3,15,6924.11,2,Champions
12990,31,3,409.5,1,New Customers
12991,23,2,503.76,1,New Customers
12993,23,4,414.76,1,New Customers
12994,4,3,974.42,1,New Customers
12995,85,1,211.32,0,Lost Customers
12997,22,4,1226.89,3,Loyal Customers
12999,196,3,455.88,0,Lost Customers
13000,106,3,534.85,3,Loyal Customers
13001,4,13,9818.82,2,Champions
13002,318,1,120.95,0,Lost Customers
13003,105,3,149.05,0,Lost Customers
13004,11,18,5655.91,2,Champions
13005,173,2,513.7,0,Lost Customers
13006,56,1,81.57,0,Lost Customers
13008,323,1,229.47,0,Lost Customers
13011,372,1,50.55,0,Lost Customers
13012,9,8,1661.84,2,Champions
13013,1,13,4810.94,2,Champions
13014,10,10,3466.28,2,Champions
13015,53,5,3346.28,3,Loyal Customers
13016,73,3,789.89,3,Loyal Customers
13017,7,1,204.0,1,New Customers
13018,16,28,7277.7,2,Champions
13021,4,9,2616.38,2,Champions
13023,64,2,689.9,3,Loyal Customers
13026,1,5,975.36,2,Champions
13027,113,6,6912.0,3,Loyal Customers
13028,22,2,661.32,1,New Customers
13029,30,3,1247.5,3,Loyal Customers
13030,11,2,799.48,1,New Customers
13032,52,2,1010.18,3,Loyal Customers
13033,357,1,190.55,0,Lost Customers
13034,54,2,642.77,3,Loyal Customers
13035,73,2,921.88,3,Loyal Customers
13037,138,3,881.07,3,Loyal Customers
13038,80,3,908.46,3,Loyal Customers
13040,8,2,676.99,1,New Customers
13043,273,1,516.42,0,Lost Customers
13044,291,1,560.47,0,Lost Customers
13045,99,1,305.28,0,Lost Customers
13046,30,2,629.31,1,New Customers
13047,31,10,3237.54,2,Champions
13048,14,4,1835.91,3,Loyal Customers
13049,64,2,656.68,3,Loyal Customers
13050,14,17,5836.86,2,Champions
13052,212,1,348.15,0,Lost Customers
13055,78,3,1214.41,3,Loyal Customers
13058,24,3,271.4,1,New Customers
13059,249,1,183.4,0,Lost Customers
13060,253,1,307.53,0,Lost Customers
13061,72,1,248.61,0,Lost Customers
13062,191,1,346.98,0,Lost Customers
13064,12,4,1119.49,3,Loyal Customers
13065,373,1,205.86,0,Lost Customers
13066,24,2,470.8,1,New Customers
13067,82,1,115.46,0,Lost Customers
13068,10,2,344.0,1,New Customers
13069,0,24,4436.12,2,Champions
13070,192,1,228.8,0,Lost Customers
13072,266,1,177.15,0,Lost Customers
13075,129,1,919.61,0,Lost Customers
13077,1,4,729.27,1,New Customers
13078,3,26,12627.94,2,Champions
13079,4,5,220.1,1,New Customers
13080,179,1,58.08,0,Lost Customers
13081,11,11,28337.38,2,Champions
13082,126,9,3613.63,3,Loyal Customers
13083,4,2,303.75,1,New Customers
13085,157,2,416.08,0,Lost Customers
13089,2,97,58825.83,2,Champions
13090,8,14,8910.82,2,Champions
13091,28,1,345.82,1,New Customers
13092,70,5,477.83,3,Loyal Customers
13093,275,8,7832.47,3,Loyal Customers
13094,21,12,1927.32,2,Champions
13095,70,1,74.4,0,Lost Customers
13097,32,10,6010.42,2,Champions
13098,1,28,28882.44,2,Champions
13099,99,1,207.36,0,Lost Customers
13101,234,1,101.19,0,Lost Customers
13102,1,24,6424.09,2,Champions
13103,39,1,243.94,0,Lost Customers
13104,3,6,1098.48,2,Champions
13106,133,1,76.5,0,Lost Customers
13107,44,4,1531.62,3,Loyal Customers
13108,372,1,350.06,0,Lost Customers
13109,59,2,786.54,3,Loyal Customers
13110,31,7,1488.67,3,Loyal Customers
13113,0,24,12245.96,2,Champions
13115,11,4,2294.78,3,Loyal Customers
13116,138,1,501.14,0,Lost Customers
13117,21,8,984.91,3,Loyal Customers
13118,19,5,1197.81,3,Loyal Customers
13120,238,1,30.6,0,Lost Customers
13121,269,1,283.73,0,Lost Customers
13122,94,2,922.39,3,Loyal Customers
13124,89,3,3866.33,3,Loyal Customers
13126,4,8,2099.64,2,Champions
13127,77,1,259.17,0,Lost Customers
13130,94,1,64.0,0,Lost Customers
13131,23,3,1073.3,3,Loyal Customers
13132,261,1,77.3,0,Lost Customers
13133,273,2,109.8,0,Lost Customers
13134,85,4,1793.58,3,Loyal Customers
13135,196,1,3096.0,3,Loyal Customers
13136,56,5,2607.61,3,Loyal Customers
13137,10,8,3650.41,2,Champions
13138,22,6,962.39,3,Loyal Customers
13139,16,7,5064.94,2,Champions
13140,108,3,423.72,0,Lost Customers
13141,84,5,2388.75,3,Loyal Customers
13142,19,1,307.09,1,New Customers
13144,332,1,110.95,0,Lost Customers
13145,39,4,618.52,3,Loyal Customers
13146,26,1,228.91,1,New Customers
13147,10,4,712.8,1,New Customers
13148,29,12,3707.12,2,Champions
13149,14,4,1676.06,3,Loyal Customers
13151,295,1,1257.87,0,Lost Customers
13153,5,1,486.22,1,New Customers
13155,33,4,971.76,3,Loyal Customers
13157,49,4,1741.22,3,Loyal Customers
13158,94,4,1201.06,3,Loyal Customers
13159,8,4,1437.85,1,New Customers
13160,22,1,91.8,1,New Customers
13161,313,1,112.75,0,Lost Customers
13162,122,4,1688.29,3,Loyal Customers
13165,46,2,1021.48,3,Loyal Customers
13166,283,1,417.2,0,Lost Customers
13167,18,4,791.33,3,Loyal Customers
13168,36,4,1319.19,3,Loyal Customers
13169,63,2,712.88,3,Loyal Customers
13170,26,1,116.01,1,New Customers
13171,21,3,468.41,1,New Customers
13173,4,2,353.65,1,New Customers
13174,16,3,2817.03,3,Loyal Customers
13176,46,1,492.84,0,Lost Customers
13177,64,1,282.45,0,Lost Customers
13178,26,11,5725.47,2,Champions
13182,45,1,121.18,0,Lost Customers
13183,7,9,3957.78,2,Champions
13184,14,10,1701.29,2,Champions
13185,267,1,71.4,0,Lost Customers
13186,39,3,1575.89,3,Loyal Customers
13187,337,1,236.02,0,Lost Customers
13188,11,1,114.6,1,New Customers
13189,18,2,260.68,1,New Customers
13192,95,2,911.94,3,Loyal Customers
13193,61,1,117.88,0,Lost Customers
13194,135,1,60.7,0,Lost Customers
13196,11,4,1797.78,3,Loyal Customers
13198,10,6,3401.24,2,Champions
13199,3,38,9817.12,2,Champions
13200,19,4,870.09,3,Loyal Customers
13203,9,4,869.46,1,New Customers
13207,15,2,250.26,1,New Customers
13208,58,6,1223.9,3,Loyal Customers
13209,30,8,5891.61,2,Champions
13210,93,1,353.48,0,Lost Customers
13211,10,3,1197.42,1,New Customers
13212,19,3,788.08,1,New Customers
13213,56,5,1520.58,3,Loyal Customers
13216,267,1,333.74,0,Lost Customers
13217,122,3,533.98,3,Loyal Customers
13218,127,1,62.64,0,Lost Customers
13220,78,4,819.29,3,Loyal Customers
13221,240,2,847.41,0,Lost Customers
13223,200,2,163.2,0,Lost Customers
13224,60,2,2155.95,3,Loyal Customers
13225,3,7,6463.84,2,Champions
13226,273,1,108.21,0,Lost Customers
13227,201,1,257.7,0,Lost Customers
13228,81,1,358.0,0,Lost Customers
13229,225,1,160.95,0,Lost Customers
13230,4,14,2806.97,2,Champions
13232,12,7,1357.6,2,Champions
13233,74,2,605.12,0,Lost Customers
13235,212,1,1031.07,0,Lost Customers
13236,24,2,744.85,1,New Customers
13238,17,4,700.73,1,New Customers
13239,261,1,329.56,0,Lost Customers
13240,96,4,663.65,3,Loyal Customers
13242,112,3,270.4,0,Lost Customers
13243,203,1,600.07,0,Lost Customers
13244,92,1,121.74,0,Lost Customers
13245,50,1,430.5,0,Lost Customers
13246,18,6,1987.3,3,Loyal Customers
13247,17,4,501.12,1,New Customers
13248,124,2,465.68,0,Lost Customers
13249,92,3,711.41,3,Loyal Customers
13253,156,2,1030.4,3,Loyal Customers
13255,9,2,399.51,1,New Customers
13258,11,3,698.58,1,New Customers
13259,61,1,292.32,0,Lost Customers
13260,61,1,557.62,0,Lost Customers
13261,268,2,944.1,0,Lost Customers
13262,263,1,200.29,0,Lost Customers
13263,1,35,7454.07,2,Champions
13265,53,5,2107.66,3,Loyal Customers
13266,11,12,3834.26,2,Champions
13267,2,19,4521.49,2,Champions
13268,17,11,3214.69,2,Champions
13269,1,15,5346.23,2,Champions
13270,366,1,590.0,0,Lost Customers
13271,37,1,217.38,0,Lost Customers
13272,31,2,276.56,1,New Customers
13273,113,1,138.98,0,Lost Customers
13276,63,2,590.93,0,Lost Customers
13277,15,4,258.4,1,New Customers
13278,40,1,542.73,1,New Customers
13279,78,1,137.75,0,Lost Customers
